CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.67687750E+05,   0.62045607E+05,   0.73700698E+05,   0.15481161E+04,   0.29738677E+04
1986,   0.42486040E+05,   0.39647893E+05,   0.45471736E+05,   0.83587782E+03,   0.14858737E+04
1987,   0.62049705E+05,   0.58472732E+05,   0.65786011E+05,   0.10144483E+04,   0.18658175E+04
1988,   0.45751575E+05,   0.42784780E+05,   0.48867860E+05,   0.67736254E+03,   0.15520022E+04
1989,   0.63740900E+05,   0.60676503E+05,   0.66918296E+05,   0.82869666E+03,   0.15924033E+04
1990,   0.56588370E+05,   0.53997887E+05,   0.59269648E+05,   0.69262508E+03,   0.13449204E+04
1991,   0.51571128E+05,   0.48542652E+05,   0.54737139E+05,   0.70936051E+03,   0.15803891E+04
1992,   0.51583567E+05,   0.49063910E+05,   0.54197679E+05,   0.62237206E+03,   0.13097276E+04
1993,   0.10221909E+06,   0.96039476E+05,   0.10868801E+06,   0.16784044E+04,   0.32270205E+04
1994,   0.97611768E+05,   0.92075488E+05,   0.10339051E+06,   0.15247062E+04,   0.28867612E+04
1995,   0.48123855E+05,   0.45798271E+05,   0.50535654E+05,   0.56541817E+03,   0.12085999E+04
1996,   0.17374517E+06,   0.16454129E+06,   0.18332442E+06,   0.26294429E+04,   0.47920139E+04
1997,   0.52658634E+05,   0.50023362E+05,   0.55395214E+05,   0.59752067E+03,   0.13704724E+04
1998,   0.10532151E+06,   0.99508661E+05,   0.11138178E+06,   0.15788810E+04,   0.30291332E+04
1999,   0.29137687E+05,   0.27784948E+05,   0.30538536E+05,   0.33618707E+03,   0.70249073E+03
2000,   0.33847952E+05,   0.32252179E+05,   0.35501388E+05,   0.43093170E+03,   0.82893459E+03
2001,   0.30537155E+05,   0.28918782E+05,   0.32221564E+05,   0.47154855E+03,   0.84261688E+03
2002,   0.30655385E+05,   0.28867147E+05,   0.32524270E+05,   0.59296715E+03,   0.93303442E+03
2003,   0.13608435E+06,   0.12797730E+06,   0.14456516E+06,   0.32940221E+04,   0.42320456E+04
2004,   0.73671393E+05,   0.68817504E+05,   0.78773984E+05,   0.20785287E+04,   0.25402498E+04
